record,S1r1,S1r2,S1r3,S1r4,S1r5,S1r6,MRK_Sample,age,MRK_Age,gender,S6r1,S6r2,S6r3,S6r4,numdogs,S9,S10,M1r1,M1r2,M1r3,M1r4,M1r5,M1r6,M1r7,M1r8,M1r9,M1r10,M1r11,M1r12,M1r13,M1r14,M1r15,M1r16,M1r17,M1r18,M2r1,M2r2,M2r3,M2r4,M2r5,M2r6,M2r7,M2r8,M2r9,M2r10,M3r1,M3r2,M3r3,M3r4,M3r5,M3r6,M3r7,M3r8,M3r9,M3r10,M3r11,M3r12,M4r1,M4r2,M4r3,M4r4,M4r5,M4r6,M4r7,M4r8,M4r9,M4r10,M4r11,M4r12,M4r13,M4r14,M4r15,M4r16,M4r17,M4r18,M4r19,M4r20,M5r1,M5r2,M5r3,M5r4,M5r5,M5r6,M5r7,M6,M7r1,M7r2,M7r3,M7r4,M7r5,M7r6,M7r7,M7r8,M7r9,M7r10,M7r11,M7r12,M7r13,M7r14,M7r15,M7r16,M7r17,M7r18,M7r19,M7r20,M7r21,M7r22,M7r23,M7r24,M7r25,M7r26,M7r27,M7r28,M7r29,D1,D1b,D2,D3,D4,D5,D6,D7,S2,state,S8,M1r4_rev,M1r6_rev,M1r9_rev,M1r12_rev,M1r15_rev,M1r17_rev,PAStotal,socSupport,depress,gad7
260,1,1,0,1,0,0,1,34,1,1,5,5,5,5,2,4,2,7,6,6,1,6,1,7,6,1,7,7,1,1,5,1,4,1,6,5,5,5,5,5,5,5,5,5,5,5,5,6,7,5,5,7,7,7,6,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0, ,1,1,2,3,3,4,5,6,6,6,6,6,6,6,6,6,6,6,5,6,6,3,1,6,6,6,1,1,1,4,2,4,1,2,2,1,6, ,16,4,7,7,7,7,7,7,110,73,100,0
266,1,1,0,0,0,0,1,33,1,1,3,3,2,2,1,3,2,5,6,6,7,6,5,5,5,6,6,5,5,5,5,6,6,6,5,2,3,3,2,2,2,3,2,2,3,4,4,5,5,6,6,6,5,4,4,5,5,2,3,4,3,3,2,2,3,3,4,4,4,3,3,2,2,2,1,1,1,1,1,2,2,2,1,1,3,5,4,4,4,5,5,6,5,4,4,5,5,6,6,4,4,5,5,5,6,6,6,6,5,5,4,4,4,4,5,2,4,1,2,2,1,6, ,35,3,1,3,2,3,2,2,78,59,52,10
282,0,0,0,0,0,1,2,33,1,1,2,2,2,3, , , ,7,7,7,3,7,4,6,7,2,7,7,2,4,6,2,6,2,6,5,4,4,3,3,3,3,4,4,3,6,6,6,7,7,6,6,5,5,6,6,6,2,2,3,3,3,3,3,3,3,2,2,3,2,2,1,3,2,2,3,2,1,1,1,1,1,1,1,2,4,4,5,4,2,3,3,2,1,2,2,2,4,3,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,5,1,4,2,3,2,4,2,4,5, ,5,4,6,6,6,6,110,72,49,7
339,1,0,0,0,0,0,1,30,1,1,3,3,3,3,1,3,2,6,3,5,2,5,3,5,5,4,5,5,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,4,5,4,5,5,2,2,3,2,2,2,3,2,2,3,2,2,3,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,5,3,3,3,5,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,3,4,4,4,3,4,4,4,4,2,1,3,3,1,2,1,1, ,47,3,6,5,4,3,3,3,85,59,42,14
367,1,0,0,0,0,0,1,32,1,1,3,4,4,3,1,1,2,7,4,6,3,7,1,6,6,4,2,7,4,5,7,1,5,1,7,2,4,4,3,5,4,3,5,4,3,6,6,6,6,7,6,6,6,5,7,5,6,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,0,0,0,2,1,5,6,5,1,1,5,6,6,1,5,5,1,2,5,5,6,4,1,4,4,5,2,1,4,5,1,1,1,1,1,4,1,2,1,2,4, ,32,2,5,7,4,4,7,7,103,72,24,3
369,1,0,0,0,0,0,1,33,1,1,4,3,5,4,1,2,2,7,4,7,1,7,5,5,5,1,5,7,1,3,3,1,6,1,7,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,4,1,6,6,6,1,1,6,5,1,1,1,3,2,4,1,1,2,1,6, ,13,2,7,3,7,7,7,7,104,83,20,0
376,1,0,0,0,0,0,1,23,1,1,4,3,3,2,1,3,2,3,2,5,3,1,2,6,5,4,3,3,3,4,5,2,6,7,6,5,5,5,5,5,5,5,5,5,5,5,6,4,2,3,5,3,4,3,3,3,1,4,3,2,1,2,3,4,5,4,3,2,1,1,5,2,2,4,3,2,1,1,1,1,1,1,2,1,2,3,2,4,1,4,2,5,3,2,4,3,4,2,3,3,4,3,2,1,3,3,4,3,2,6,4,2,5,3,1,1,3,1,2,2,4,4, ,43,3,5,6,4,5,6,1,76,42,54,8
394,1,0,0,0,0,0,1,30,1,1,2,2,4,3,1,5,2,7,7,7,1,7,1,7,7,1,6,7,1,4,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,3,4,4,2,4,4,1,3,5,4,4,4,4,4,2,5,1,4,4,3,1,4,4,1,3,4,2,2,2,2,1,1,1,2,4,2,3,2,5,4,3,3,3,4,4,2,3,3,2,4,3,3,3,2,3,4,3,2,3,3,3,4,3,4,1,3,2,3,2,1,4, ,21,5,7,7,7,7,7,7,122,46,65,11
421,1,0,0,0,0,0,1,31,1,1,3,4,4,3,2,3,2,6,3,5,3,5,1,3,3,1,5,6,1,3,6,3,6,1,6,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,2,3,2,2,2,2,2,2,1,2,2,1,2,2,1,3,1,1,2,2,2,0,1,0,2,4,4,4,4,4,4,4,4,4,3,4,5,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,5,3,2,3,1,2,2,1,9, ,9,3,5,7,7,7,5,7,95,48,39,8
424,0,0,0,0,0,1,2,29,1,1,5,5,2,3, , , ,5,4,7,1,5,1,5,2,1,4,6,1,1,6,1,4,1,6,5,5,3,3,5,5,5,5,5,5,1,1,5,1,1,3,1,1,1,1,2,1,1,2,3,4,5,2,3,3,5,3,1,5,1,1,1,3,5,1,1,3,2,1,1,1,0,1,2,2,6,2,2,3,4,5,4,3,1,5,5,1,6,6,3,6,1,1,6,1,3,2,3,6,5,1,4,5,4,5,1,2,2,2,2,2,1,4,7, ,7,7,7,7,7,7,97,19,53,8
480,1,1,0,0,0,0,1,33,1,1,4,3,3,2,2,4,2,5,4,6,3,6,3,5,6,2,5,6,5,2,6,3,6,1,6,2,5,5,5,5,5,5,5,5,5,6,6,6,5,6,6,6,5,6,6,5,6,2,1,3,1,4,2,2,2,1,1,1,2,3,1,1,3,1,1,4,3,1,1,0,1,1,1,1,2,3,3,5,5,4,2,4,4,4,4,4,4,4,3,4,5,4,5,3,4,4,4,2,3,4,4,1,3,2,3,2,5,1,3,2,1,4, ,43,4,5,5,6,3,5,7,94,69,39,6
538,1,0,0,0,0,0,1,30,1,1,4,4,5,3,1,3,2,7,6,5,6,7,6,5,6,7,6,5,6,7,6,5,6,7,6,1,2,3,2,1,2,3,2,1,2,7,6,5,6,7,6,5,6,7,6,5,6,3,3,3,5,3,3,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,0,0,0,1,1,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,1,1,2,2,2,2,2,2, ,38,3,2,2,1,2,3,1,83,72,40,4
636,1,0,0,0,0,0,1,33,1,1,3,3,5,4,1,1,2,7,4,7,1,7,1,7,6,1,6,7,1,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,4,3,4,7,5,4,7,7,5,7,4,5,6,1,2,2,2,2,2,2,1,1,1,2,1,3,1,1,2,1,1,2,3,1,1,1,1,1,0,2,1,2,4,5,4,2,4,4,5,5,5,6,5,3,4,4,6,4,4,3,4,4,6,4,3,5,4,2,1,3,1,1,4,1,2,2,1,2, ,43,2,7,7,7,7,7,7,115,64,33,7
654,1,0,0,0,0,0,1,31,1,1,1,1,4,2,1,2,2,6,7,7,1,7,1,7,6,1,6,7,1,2,7,1,7,1,7,5,5,5,5,3,3,3,3,3,3,7,7,2,2,7,2,2,5,5,7,3,5,4,5,5,5,3,4,4,4,3,3,1,4,4,4,3,3,4,1,3,4,3,3,3,3,3,3,3,3,4,4,4,4,5,6,4,3,3,5,4,4,3,6,2,5,4,6,6,3,2,3,6,5,3,4,2,5,5,4,2,3,4,1,2,1,2, ,25,3,7,7,7,7,7,7,118,54,71,21
670,1,1,0,1,0,0,1,34,1,1,5,5,5,3,2,2,2,7,7,7,7,7,1,7,1,1,7,7,1,7,7,1,5,7,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0, ,1,1,6,2,1,2,6,6,6,1,6,6,1,2,6,6,6,6,6,6,6,6,1,1,6,6,1,1,1,3,2,5,1,2,2,1,5, ,23,2,1,7,7,7,7,1,106,84,26,0
710,1,0,0,0,0,0,1,24,1,1,5,4,5,5,1,2,2,7,7,7,6,6,6,7,6,7,6,7,5,6,7,7,6,1,6,5,3,4,4,3,3,4,4,4,4,7,7,6,6,5,6,6,6,6,5,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,5,6,5,6,5,4,5,6,5,4,4,4,3,4,5,6,6,5,3,5,5,5,4,5,5,6,5,2,3,3,1,3,1,3,2,2,4, ,32,2,2,2,1,3,1,7,94,70,22,0
741,1,0,0,0,0,0,1,30,1,1,3,5,4,5,1,3,2,7,6,7,1,7,1,6,6,1,1,7,1,3,7,1,6,1,6,4,2,5,5,5,5,4,4,4,2,7,7,7,7,7,6,6,7,7,7,7,6,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,1,2,3,5,3,3,3,3,4,4,5,4,3,5,4,3,4,3,4,3,4,5,3,2,2,2,3,2,2,2,3,2,4,1,3,2,1,3, ,9,3,7,7,7,7,7,7,111,81,23,1
753,1,1,0,0,0,0,1,29,1,1,3,3,3,2,1,3,2,6,7,7,1,7,1,2,5,1,3,7,1,6,7,1,6,1,7,5,5,5,5,5,5,5,5,5,5,3,3,6,4,3,5,5,4,5,5,5,5,2,2,4,2,3,2,2,1,1,2,2,1,2,1,1,4,1,1,3,3,1,1,1,1,0,1,1,2,2,3,4,3,5,2,4,4,4,2,4,4,3,4,4,5,4,3,3,3,4,4,3,2,3,4,1,2,1,2,1,4,2,3,2,4,7, ,9,3,7,7,7,7,7,7,112,53,40,6
768,1,1,0,0,0,0,1,25,1,1,5,3,5,2,1,2,2,7,7,7,1,7,1,7,6,1,6,7,1,1,7,1,6,1,7,5,5,5,5,5,5,5,5,5,4,4,6,6,6,6,6,6,6,6,7,6,7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,1,6,6,2,1,4,6,6,1,6,6,2,2,6,6,5,5,1,6,6,6,1,1,6,6,1,1,1,3,3,5,1,3,2,2,4, ,10,2,7,7,7,7,7,7,117,72,21,0
788,1,1,0,0,0,0,1,27,1,1,3,4,4,4,1,1,2,7,7,7,2,6,1,6,6,2,6,7,2,3,7,1,7,1,7,5,5,4,4,5,4,4,5,4,4,1,3,4,4,4,2,2,2,5,5,5,3,3,1,1,2,3,2,2,1,2,2,1,4,1,1,1,2,1,3,2,2,1,1,1,2,2,0,1,2,5,4,5,5,5,2,4,4,4,2,3,2,5,5,3,6,4,3,3,4,4,3,4,3,4,3,4,2,3,3,1,5,1,2,2,1,1, ,4,2,6,7,6,6,7,7,115,40,37,8
791,0,0,0,0,0,1,2,28,1,1,3,1,1,2, , , ,7,3,7,1,5,2,7,5,3,7,7,3,4,6,2,4,1,7,4,3,5,5,5,5,4,3,4,4,7,5,5,4,6,6,6,3,3,3,3,3,2,2,1,3,3,2,1,2,2,2,1,3,3,1,1,2,1,1,3,2,1,1,2,1,1,1,2,1,3,4,5,3,4,3,4,4,4,3,5,4,6,6,4,4,3,1,5,3,3,3,4,4,4,3,3,4,1,2,2,4,1,1,2,1,2,5,44, ,7,6,5,5,6,7,105,54,38,9
797,0,0,0,0,0,1,2,32,1,1,1,2,3,2, , , ,6,2,6,2,6,3,5,5,4,5,7,3,5,7,2,6,1,6,5,2,2,4,4,4,2,4,4,1,5,5,6,3,5,3,2,5,2,5,5,2,2,5,4,4,3,4,4,5,3,4,1,5,5,1,1,4,4,1,3,5,3,3,3,2,2,3,2,4,5,2,2,1,5,6,2,3,2,5,1,2,4,6,1,2,2,2,6,1,2,2,4,6,2,2,4,5,4,2,5,4,3,2,2,1,3,4,5, ,6,5,4,5,6,7,99,48,68,18
799,1,0,0,0,0,0,1,32,1,1,3,4,3,2,1,2,2,7,6,7,6,4,6,7,6,4,6,7,6,4,4,6,4,4,5,2,1,3,2,3,2,2,3,1,3,5,6,4,5,6,5,5,6,5,6,4,4,3,2,2,1,2,2,2,3,2,3,2,2,3,3,2,3,2,2,1,1,2,3,1,2,2,2,3,3,4,4,5,4,5,2,4,4,5,5,5,5,3,5,5,4,5,4,5,5,5,5,3,3,5,5,2,4,5,1,1,4,1,3,2,1,5, ,46,2,2,2,4,2,2,4,83,61,43,15
823,1,1,0,0,0,0,1,33,1,1,5,3,5,4,2,4,2,5,5,7,2,7,1,6,4,4,6,6,2,5,7,3,5,1,6,5,5,4,3,4,4,4,4,4,4,6,6,5,5,6,5,5,6,5,6,6,6,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,2,4,5,3,3,3,4,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,2,3,4,4,2,3,3,3,2,4,1,3,1,5,5, ,5,5,6,7,4,6,5,7,104,67,25,3
824,1,1,0,0,0,0,1,24,1,1,5,5,5,4,1,2,2,7,5,6,1,5,3,6,7,6,6,7,6,6,5,6,6,1,7,5,5,5,5,5,5,5,5,5,5,6,6,7,6,6,5,6,7,6,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,4,5,4,1,1,5,4,6,5,6,6,3,3,6,6,6,6,4,6,2,6,2,1,5,4,1,1,1,4,3,4,1,3,1,1,4, ,32,2,7,5,2,2,2,7,98,74,20,0
828,1,0,0,0,0,0,1,22,1,1,4,4,5,5,1,3,2,7,6,7,1,7,1,7,6,1,7,7,4,5,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,7,7,4,6,5,4,7,1,1,2,1,2,2,1,1,2,2,3,1,2,1,1,2,1,1,2,1,0,0,1,0,1,1,1,2,2,5,6,6,2,3,5,5,5,2,4,4,4,6,5,5,4,6,5,5,5,5,2,1,5,5,5,4,2,3,1,2,4,3,2,1,2, ,9,3,7,7,7,4,7,7,119,62,30,4
844,1,0,0,0,0,0,1,34,1,1,5,4,5,4,1,3,2,7,5,7,1,7,1,6,7,2,4,7,1,1,7,1,7,1,7,5,5,5,5,5,5,4,5,5,5,5,6,6,5,6,7,5,5,6,6,6,6,1,3,1,5,1,3,1,2,2,1,1,1,1,1,1,1,3,1,1,1,3,1,1,0,0,1,0,1,6,4,4,3,3,4,3,3,3,4,3,2,6,4,2,4,4,3,5,2,3,4,3,4,3,3,3,4,2,3,2,4,4,3,2,1,3, ,23,3,7,7,6,7,7,7,113,69,32,6
883,1,0,0,0,0,0,1,34,1,1,3,5,4,3,2,3,2,7,7,7,1,7,3,7,5,7,5,7,1,4,7,1,3,1,7,5,5,5,5,5,5,5,5,5,5,1,6,4,4,6,4,4,1,4,5,4,4,1,1,1,1,2,1,1,1,2,1,4,1,1,1,1,2,1,1,1,1,0,0,0,0,1,0,1,2,5,1,3,4,4,3,4,5,5,4,5,4,5,4,4,5,4,1,3,5,2,3,3,5,5,3,5,3,2,1,1,4,1,2,1,5,4, ,20,2,7,5,1,7,7,7,107,47,26,2
901,1,0,0,0,0,0,1,27,1,1,3,1,1,1,1,3,2,6,6,6,1,6,6,6,6,1,6,6,1,6,5,6,6,1,6,4,1,4,4,4,4,4,4,4,2,6,6,6,6,6,6,6,6,5,6,6,6,3,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,1,1,4,4,1,1,1,1,1,1,1,3,2,5,5,2,5,2,5,5,5,5,5,5,5,5,2,3,3,4,5,5,5,5,5,4,4,4,5,5,5,1,1,4,1,2,2,4,4, ,30,3,7,2,7,7,2,7,103,71,73,7
903,1,0,0,0,0,0,1,29,1,1,3,3,4,3,1,3,2,7,6,7,1,6,2,6,5,2,6,7,1,5,6,2,5,1,6,5,5,5,3,5,5,5,5,5,5,5,5,7,5,6,5,4,4,4,5,5,5,1,2,1,2,3,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,0,0,0,0,0,0,2,3,3,5,2,3,2,5,4,5,2,5,4,5,4,4,6,3,4,4,4,4,4,3,3,4,4,2,3,1,1,1,4,1,3,2,1,4, ,35,3,7,6,6,7,6,7,111,60,28,1
920,1,1,0,1,0,0,1,34,1,1,3,2,2,2,2,1,2,7,6,7,1,6,4,7,6,5,6,7,5,6,5,6,5,1,6,4,2,4,5,5,5,4,5,5,4,2,3,5,6,5,4,5,4,6,5,4,5,2,1,4,3,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,3,1,1,1,1,1,1,1,2,2,3,4,3,2,3,4,3,2,2,3,3,4,3,4,3,2,3,3,2,3,3,4,3,3,4,3,3,3,3,2,5,1,2,2,1,6, ,18,1,7,4,3,3,2,7,100,54,51,7
931,1,0,0,0,0,0,1,20,1,1,4,1,3,2,1,2,2,7,5,7,2,7,1,7,6,2,7,7,2,5,7,2,7,1,7,4,3,4,4,5,4,4,5,4,3,5,5,5,5,4,6,6,6,6,5,6,5,1,2,2,3,2,2,2,2,1,3,1,1,1,1,1,1,2,1,4,1,0,0,0,0,0,0,0, ,4,3,4,2,4,5,4,3,3,5,4,3,4,6,2,5,1,3,4,2,3,3,5,5,2,3,4,2,3,2,1,3,1,2,2,1,1, ,21,2,6,7,6,6,6,7,117,64,34,0
932,1,1,0,0,0,0,1,30,1,1,2,2,2,2,2,1,2,7,7,5,1,6,2,5,5,6,6,6,1,7,6,5,6,1,7,4,5,5,5,4,4,5,4,4,4,6,5,5,5,6,6,5,5,6,6,6,6,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,5,2,1,2,1,2,5,5,5,5,5,6,5,5,5,5,5,1,5,5,5,2,5,5,6,1,1,1,2,3,4,1,2,1,1,4, ,48,2,7,6,2,7,3,7,105,67,24,4
956,1,1,0,0,0,0,1,27,1,1,4,3,5,5,2,3,2,6,6,6,2,7,2,5,6,6,6,6,1,3,7,3,6,1,6,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,4,4,7,4,7,7,7,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,0,0,0,1,0,0,0,2,5,5,5,5,4,5,4,4,4,5,5,4,4,4,5,4,4,5,3,4,4,5,3,3,4,5,4,3,3,5,2,2,1,3,2,1,2, ,9,3,6,6,2,7,5,7,103,70,22,1
973,1,0,0,0,0,0,1,21,1,1,2,2,3,4,1,1,2,7,5,3,4,6,4,5,4,2,5,5,3,5,5,3,4,5,6,3,2,2,3,1,2,4,2,3,2,4,5,5,5,3,5,6,4,4,5,3,4,3,4,4,4,3,4,2,1,1,1,2,1,1,1,1,2,1,1,3,1,0,0,1,0,2,1,1,2,3,5,4,3,5,6,4,5,3,5,4,5,3,5,4,4,3,4,4,3,4,6,4,4,3,4,5,5,3,4,1,3,3,2,2,2,2, ,46,1,4,4,6,5,5,3,87,53,41,5
981,1,0,0,0,0,0,1,31,1,1,4,3,4,3,1,4,2,5,5,6,2,5,1,5,5,4,5,6,2,5,6,2,5,1,6,5,5,5,4,5,5,5,5,5,5,6,6,5,5,6,6,6,5,6,6,5,6,1,3,3,3,2,3,3,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,0,1,1,2,3,4,4,4,3,3,3,4,4,3,4,3,3,4,4,4,4,4,3,4,4,4,3,4,3,4,2,3,2,2,3,5,1,2,2,1,4, ,30,4,6,7,4,6,6,7,100,68,39,7
983,0,0,0,0,0,1,2,22,1,1,3,1,1,2, , , ,5,6,7,1,6,1,6,5,1,6,6,2,2,5,1,5,1,7,5,5,5,5,5,5,5,5,5,5,3,2,4,3,3,5,4,3,5,3,4,4,3,4,4,5,5,5,4,5,4,5,1,2,2,1,1,5,4,1,5,4,3,3,3,3,2,3,3,2,6,3,2,2,6,6,1,2,1,6,1,1,6,5,1,2,2,2,5,3,3,2,4,5,1,1,5,2,5,4,1,4,3,3,2,1,4,5,23, ,7,7,7,6,7,7,107,43,70,20
986,1,1,0,0,0,0,1,30,1,1,3,3,5,2,1,2,2,7,6,7,1,7,1,7,7,1,6,7,1,1,7,1,7,1,7,5,4,5,5,5,5,5,5,5,5,6,7,7,6,7,6,5,6,6,7,5,6,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,0,1,1,2,4,5,5,5,3,4,5,5,5,2,5,4,5,5,4,6,4,2,4,4,6,4,2,2,5,5,2,1,1,3,2,4,1,2,1,1,6, ,33,2,7,7,7,7,7,7,118,74,24,6
996,1,0,0,0,0,0,1,31,1,1,4,3,3,3,2,4,2,5,6,6,6,6,6,6,6,1,6,6,2,4,6,3,6,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,2,3,1,3,2,5,2,1,4,3,1,3,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,4,4,4,4,4,6,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,1,3,2,1,9, ,9,4,2,2,7,6,5,7,98,49,42,8
997,1,1,0,0,0,0,1,26,1,1,4,3,2,3,4,3,2,3,5,6,5,5,5,4,5,5,6,7,4,5,6,2,6,1,5,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,4,3,2,3,3,3,1,1,2,4,3,4,3,2,1,1,1,2,1,1,1,3,5,4,5,6,3,4,5,3,3,4,3,4,4,5,2,2,3,4,5,5,3,4,2,2,3,2,3,3,4,2,4,2,2,1,1,3, ,43,3,3,3,3,4,6,7,89,48,57,9
999,1,0,0,0,0,0,1,20,1,1,2,3,3,3,1,1,2,7,7,7,1,7,1,7,7,1,6,7,1,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,4,4,7,7,4,6,6,6,6,6,6,6,1,3,3,3,4,3,2,2,3,2,1,1,4,1,1,5,3,1,3,2,2,1,1,2,1,1,1,2,6,4,1,5,5,4,4,3,2,5,3,2,6,5,2,4,2,2,4,3,3,2,3,5,4,4,2,4,2,2,1,2,2,1,2,1,1, ,32,2,7,7,7,7,7,7,119,68,48,9
1001,1,1,0,0,0,0,1,25,1,1,4,1,2,2,1,2,2,5,2,3,4,6,6,3,3,7,4,3,6,2,4,5,5,6,6,4,4,1,2,1,2,1,3,2,4,2,4,5,6,2,6,2,7,1,4,1,3,2,3,3,3,2,2,1,3,2,2,5,3,2,1,4,2,2,3,1,2,1,1,1,2,2,1,1,2,3,1,4,4,4,4,2,3,5,6,4,5,3,6,1,3,2,4,2,4,2,5,2,4,5,6,2,5,1,1,1,2,1,2,2,1,3, ,9,2,4,2,1,2,3,2,60,43,48,9
1009,1,1,0,0,0,0,1,34,1,1,4,5,5,4,1,3,2,7,6,6,1,7,7,6,7,1,7,7,1,7,6,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,6,6,7,7,6,6,6,7,7,7,6,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,1,1,2,1,0,0,1,1,0,1,0,2,1,5,5,6,1,1,4,5,5,1,6,6,3,1,5,4,6,6,1,5,6,5,1,1,6,6,1,1,1,3,1,3,2,2,1,5,1, ,9,3,7,1,7,7,7,7,116,78,27,3
1017,1,1,0,0,0,0,1,27,1,1,2,2,1,1,1,2,2,7,5,6,5,7,7,6,6,7,6,7,7,6,6,7,7,1,7,1,2,1,3,2,2,2,1,1,1,7,5,6,5,7,7,6,6,5,7,7,6,4,3,5,5,5,5,5,4,4,3,4,4,4,4,3,2,5,5,5,3,3,2,1,2,1,2,3,3,5,6,4,4,4,5,6,5,5,5,5,6,6,6,5,5,5,6,4,5,6,6,5,4,6,6,5,4,5,1,1,3,1,2,2,1,2, ,5,2,3,1,1,1,1,7,90,74,82,14
1023,1,0,0,0,0,0,1,19,1,1,1,5,1,1,1,2,2,7,4,7,1,7,1,7,1,1,7,7,1,5,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,5,7,3,3,7,5,7,2,6,7,3,6,5,5,5,2,5,5,1,1,5,2,5,5,5,1,1,1,3,1,5,5,1,3,0,3,1,0,0,4,4,3,4,4,4,3,4,3,4,3,4,3,6,4,4,4,3,3,4,3,3,4,4,4,4,3,3,3,3,2,3,3,2,3,2,4,1, ,43,1,7,7,7,7,7,7,115,61,68,8
1024,1,0,0,0,0,0,1,18,1,1,3,2,5,3,3,2,2,7,7,7,1,7,1,3,7,3,5,7,1,2,7,1,6,1,7,4,3,3,3,3,3,3,4,3,3,4,7,7,5,7,5,4,3,6,7,5,7,2,1,2,2,3,2,2,2,1,2,5,2,1,2,1,2,1,5,3,1,1,1,1,0,0,2,1,2,2,1,3,1,3,4,4,3,2,2,4,2,1,4,4,5,5,5,2,3,4,4,3,4,3,4,3,3,5,5,3,2,4,3,2,4,1, ,42,1,7,7,5,7,7,7,112,67,42,6
1030,1,0,0,0,0,0,1,33,1,1,5,3,4,3,2,5,2,6,4,7,1,7,1,6,6,1,5,7,1,3,7,1,7,1,7,5,3,4,4,4,4,4,4,4,4,7,7,6,6,7,5,5,3,5,7,6,5,2,3,4,3,3,3,3,2,1,2,1,4,3,1,1,4,1,1,4,3,1,1,1,1,1,1,1,2,3,3,5,3,5,5,3,4,5,4,4,4,4,5,4,5,3,6,4,3,4,4,5,2,3,3,3,3,4,4,2,5,1,3,2,1,6, ,34,5,7,7,7,7,7,7,114,69,49,7
1038,1,1,0,0,0,0,1,34,1,1,5,5,5,3,1,5,2,7,1,6,1,7,3,7,3,6,4,7,1,5,7,1,7,1,2,5,5,5,5,4,3,1,5,5,1,2,1,2,1,1,4,7,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,3,5,3,2,1,4,4,6,4,4,5,6,6,6,6,4,4,1,6,6,6,1,3,4,4,3,4,1,1,1,3,1,1,2,1,3, ,1,5,7,5,2,7,7,7,98,31,21,0
1039,1,0,0,0,0,0,1,18,1,1,3,5,5,5,1,1,2,6,5,7,1,7,2,7,6,3,5,7,3,6,7,2,5,1,7,5,5,5,4,5,5,5,5,5,5,7,7,6,5,6,6,7,5,7,6,6,7,1,1,1,1,4,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,3,3,4,3,4,2,4,5,4,5,6,4,3,4,5,5,5,3,3,4,4,4,4,4,2,4,2,3,3,4,1,1,3,3,1,1,2, ,10,1,7,6,5,5,6,7,111,75,27,0
